132000.0 	31
141600.0 	34
151200.0 	35
160800.0 	35
170400.0 	36
180000.0 	38
189600.0 	39
199200.0 	40
208800.0 	41
218400.0 	41
228000.0 	41
237600.0 	41
247200.0 	41
256800.0 	41
264000.0 	41
265800.0 	41
133800.0 	32
143400.0 	34
153000.0 	35
162600.0 	35
172200.0 	36
181800.0 	38
191400.0 	39
201000.0 	41
210600.0 	41
220200.0 	41
229800.0 	41
239400.0 	41
249000.0 	41
258600.0 	41
267600.0 	41
69000.0 	5
269400.0 	41
73800.0 	6
78600.0 	7
83400.0 	9
88200.0 	12
93000.0 	13
97800.0 	15
102600.0 	17
107400.0 	19
112200.0 	24
117000.0 	26
121800.0 	27
126600.0 	30
135600.0 	32
145200.0 	34
600.0 	0
154800.0 	35
164400.0 	36
174000.0 	37
183600.0 	38
193200.0 	39
202800.0 	41
212400.0 	41
222000.0 	41
231600.0 	41
241200.0 	41
250800.0 	41
260400.0 	41
271200.0 	41
1200.0 	0
1800.0 	0
2400.0 	0
3000.0 	0
3600.0 	0
4200.0 	0
273000.0 	41
4800.0 	0
5400.0 	0
6000.0 	0
6600.0 	0
7200.0 	0
7800.0 	0
8400.0 	0
137400.0 	32
9000.0 	0
147000.0 	34
9600.0 	0
10200.0 	0
156600.0 	35
166200.0 	36
10800.0 	0
175800.0 	37
11400.0 	0
185400.0 	39
12000.0 	0
195000.0 	39
12600.0 	0
204600.0 	41
13200.0 	0
13800.0 	0
214200.0 	41
223800.0 	41
14400.0 	0
233400.0 	41
15000.0 	0
243000.0 	41
15600.0 	0
252600.0 	41
16200.0 	0
16800.0 	0
274800.0 	41
18000.0 	0
19200.0 	0
20400.0 	0
21600.0 	0
22800.0 	0
24000.0 	0
25200.0 	0
26400.0 	0
27600.0 	0
28800.0 	0
30000.0 	0
31200.0 	0
32400.0 	0
33600.0 	0
36000.0 	0
38400.0 	1
40800.0 	1
43200.0 	1
45600.0 	1
48000.0 	1
50400.0 	1
52800.0 	1
55200.0 	1
57600.0 	2
60000.0 	2
62400.0 	2
64800.0 	2
67200.0 	4
72000.0 	5
76800.0 	7
81600.0 	8
86400.0 	11
91200.0 	12
96000.0 	15
100800.0 	16
105600.0 	18
110400.0 	22
115200.0 	25
120000.0 	27
124800.0 	29
129600.0 	31
134400.0 	32
144000.0 	34
153600.0 	35
163200.0 	35
172800.0 	36
182400.0 	38
192000.0 	39
201600.0 	41
211200.0 	41
220800.0 	41
230400.0 	41
240000.0 	41
249600.0 	41
259200.0 	41
268800.0 	41
270600.0 	41
136200.0 	32
145800.0 	34
155400.0 	35
165000.0 	36
174600.0 	37
184200.0 	39
193800.0 	39
203400.0 	41
213000.0 	41
222600.0 	41
232200.0 	41
241800.0 	41
251400.0 	41
261000.0 	41
272400.0 	41
67800.0 	4
274200.0 	41
72600.0 	6
77400.0 	7
82200.0 	8
87000.0 	11
91800.0 	13
96600.0 	15
101400.0 	16
106200.0 	18
111000.0 	23
115800.0 	25
120600.0 	27
125400.0 	29
130200.0 	31
138000.0 	32
147600.0 	34
157200.0 	35
166800.0 	36
176400.0 	38
186000.0 	39
195600.0 	39
205200.0 	41
214800.0 	41
224400.0 	41
234000.0 	41
243600.0 	41
253200.0 	41
139800.0 	32
149400.0 	35
159000.0 	35
168600.0 	36
178200.0 	38
187800.0 	39
197400.0 	40
207000.0 	41
216600.0 	41
226200.0 	41
235800.0 	41
245400.0 	41
255000.0 	41
33000.0 	0
35400.0 	0
37800.0 	1
40200.0 	1
42600.0 	1
45000.0 	1
47400.0 	1
49800.0 	1
52200.0 	1
54600.0 	1
57000.0 	2
59400.0 	2
61800.0 	2
64200.0 	2
66000.0 	3
262200.0 	41
70800.0 	5
75600.0 	7
80400.0 	8
85200.0 	11
90000.0 	12
94800.0 	13
99600.0 	15
104400.0 	18
109200.0 	21
114000.0 	25
118800.0 	27
123600.0 	29
128400.0 	30
136800.0 	32
146400.0 	34
156000.0 	35
165600.0 	36
175200.0 	37
184800.0 	39
194400.0 	39
204000.0 	41
213600.0 	41
223200.0 	41
232800.0 	41
242400.0 	41
252000.0 	41
261600.0 	41
273600.0 	41
138600.0 	32
148200.0 	34
157800.0 	35
167400.0 	36
177000.0 	38
186600.0 	39
196200.0 	39
205800.0 	41
215400.0 	41
225000.0 	41
234600.0 	41
244200.0 	41
253800.0 	41
66600.0 	3
71400.0 	5
76200.0 	7
81000.0 	8
85800.0 	11
90600.0 	12
95400.0 	14
100200.0 	15
