Time	LatencyAverage
132000.0	420.3924
141600.0	420.3924
151200.0	420.3924
160800.0	420.3924
170400.0	420.3924
180000.0	420.3924
189600.0	420.3924
199200.0	420.3924
208800.0	420.3924
218400.0	420.3924
228000.0	420.3924
237600.0	420.3924
247200.0	420.3924
256800.0	420.3924
264000.0	420.3924
265800.0	420.3924
133800.0	420.3924
143400.0	420.3924
153000.0	420.3924
162600.0	420.3924
172200.0	420.3924
181800.0	420.3924
191400.0	420.3924
201000.0	420.3924
210600.0	420.3924
220200.0	420.3924
229800.0	420.3924
239400.0	420.3924
249000.0	420.3924
258600.0	420.3924
267600.0	420.3924
69000.0	420.3924
269400.0	420.3924
73800.0	420.3924
78600.0	420.3924
83400.0	420.3924
88200.0	420.3924
93000.0	420.3924
97800.0	420.3924
102600.0	420.3924
107400.0	420.3924
112200.0	420.3924
117000.0	420.3924
121800.0	420.3924
126600.0	420.3924
135600.0	420.3924
145200.0	420.3924
600.0	197.4000
154800.0	420.3924
164400.0	420.3924
174000.0	420.3924
183600.0	420.3924
193200.0	420.3924
202800.0	420.3924
212400.0	420.3924
222000.0	420.3924
231600.0	420.3924
241200.0	420.3924
250800.0	420.3924
260400.0	420.3924
271200.0	420.3924
1200.0	93.9667
1800.0	145.1000
2400.0	140.8833
3000.0	154.7667
3600.0	156.1000
4200.0	179.9333
273000.0	420.3924
4800.0	172.3929
5400.0	170.9000
6000.0	189.4647
6600.0	183.9474
7200.0	169.5909
7800.0	173.4609
8400.0	167.4520
137400.0	420.3924
9000.0	166.2593
147000.0	420.3924
9600.0	164.2138
10200.0	161.1267
156600.0	420.3924
166200.0	420.3924
10800.0	159.4031
175800.0	420.3924
11400.0	158.8029
185400.0	420.3924
12000.0	164.5917
195000.0	420.3924
12600.0	161.1000
204600.0	420.3924
13200.0	163.2872
13800.0	171.6610
214200.0	420.3924
223800.0	420.3924
14400.0	171.8857
233400.0	420.3924
15000.0	186.8279
243000.0	420.3924
15600.0	220.9152
252600.0	420.3924
16200.0	230.3958
16800.0	234.1061
274800.0	420.3924
18000.0	253.7608
19200.0	299.3481
20400.0	301.1327
21600.0	313.6967
22800.0	326.4000
24000.0	396.9266
25200.0	420.3924
26400.0	420.3924
27600.0	420.3924
28800.0	420.3924
30000.0	420.3924
31200.0	420.3924
32400.0	420.3924
33600.0	420.3924
36000.0	420.3924
38400.0	420.3924
40800.0	420.3924
43200.0	420.3924
45600.0	420.3924
48000.0	420.3924
50400.0	420.3924
52800.0	420.3924
