Time	ProbabilityMessageDelivered
132000.0	0.17839195979899497
141600.0	0.16627634660421545
151200.0	0.15570175438596492
160800.0	0.14609053497942387
170400.0	0.1378640776699029
180000.0	0.13051470588235295
189600.0	0.12390924956369982
199200.0	0.11774461028192372
208800.0	0.11216429699842022
218400.0	0.10725075528700906
228000.0	0.10274963820549927
237600.0	0.09861111111111111
247200.0	0.09479305740987984
256800.0	0.09114249037227215
264000.0	0.08863920099875156
265800.0	0.0880893300248139
133800.0	0.17574257425742573
143400.0	0.16397228637413394
153000.0	0.15367965367965367
162600.0	0.1446028513238289
172200.0	0.1362763915547025
181800.0	0.1290909090909091
191400.0	0.1226252158894646
201000.0	0.11658456486042693
210600.0	0.11128526645768025
220200.0	0.10644677661169415
229800.0	0.10201149425287356
239400.0	0.09793103448275862
249000.0	0.09403973509933775
258600.0	0.09056122448979592
267600.0	0.0874384236453202
69000.0	0.23444976076555024
269400.0	0.08690330477356181
73800.0	0.23766816143497757
78600.0	0.2857142857142857
83400.0	0.27380952380952384
88200.0	0.2593984962406015
93000.0	0.2491103202846975
97800.0	0.24067796610169492
102600.0	0.22903225806451613
107400.0	0.2191358024691358
112200.0	0.20943952802359883
117000.0	0.20113314447592068
121800.0	0.19346049046321526
126600.0	0.18586387434554974
135600.0	0.17359413202933985
145200.0	0.16210045662100456
600.0	0.0
154800.0	0.15203426124197003
164400.0	0.14285714285714285
174000.0	0.13498098859315588
183600.0	0.12792792792792793
193200.0	0.12136752136752137
202800.0	0.11563517915309446
212400.0	0.1104199066874028
222000.0	0.10549777117384844
231600.0	0.10113960113960115
241200.0	0.09712722298221614
250800.0	0.09342105263157895
260400.0	0.08987341772151898
271200.0	0.08626974483596597
1200.0	0.0
1800.0	0.0
2400.0	0.0
3000.0	0.0
3600.0	0.0
4200.0	0.0
273000.0	0.08574879227053141
4800.0	0.0
5400.0	0.0
6000.0	0.0
6600.0	0.0
7200.0	0.0
7800.0	0.0
8400.0	0.0
137400.0	0.17149758454106281
9000.0	0.0
147000.0	0.15990990990990991
9600.0	0.0
10200.0	0.0
156600.0	0.15010570824524314
166200.0	0.14143426294820718
10800.0	0.0
175800.0	0.1337099811676083
11400.0	0.0
185400.0	0.12678571428571428
12000.0	0.0
195000.0	0.12033898305084746
12600.0	0.0
204600.0	0.11451612903225807
13200.0	0.0
13800.0	0.0
214200.0	0.10939907550077041
223800.0	0.10471976401179942
14400.0	0.0
233400.0	0.10042432814710042
15000.0	0.0
243000.0	0.09646739130434782
15600.0	0.0
252600.0	0.0926892950391645
16200.0	0.0
16800.0	0.0
274800.0	0.08523409363745499
18000.0	0.0
19200.0	0.0
20400.0	0.0
21600.0	0.21212121212121213
22800.0	0.463768115942029
24000.0	0.4931506849315068
25200.0	0.6052631578947368
26400.0	0.5875
27600.0	0.5595238095238095
28800.0	0.5402298850574713
30000.0	0.5164835164835165
31200.0	0.5
32400.0	0.47959183673469385
33600.0	0.46078431372549017
36000.0	0.43119266055045874
38400.0	0.4051724137931034
40800.0	0.3870967741935484
43200.0	0.366412213740458
45600.0	0.34782608695652173
48000.0	0.3310344827586207
50400.0	0.3137254901960784
52800.0	0.3
55200.0	0.2874251497005988
57600.0	0.27586206896551724
60000.0	0.26519337016574585
62400.0	0.25396825396825395
64800.0	0.25
67200.0	0.2413793103448276
72000.0	0.22477064220183487
76800.0	0.2629310344827586
81600.0	0.27530364372469635
86400.0	0.26436781609195403
91200.0	0.25
96000.0	0.24482758620689654
100800.0	0.23355263157894737
105600.0	0.2225705329153605
110400.0	0.2132132132132132
115200.0	0.20402298850574713
120000.0	0.19613259668508287
124800.0	0.1883289124668435
129600.0	0.1815856777493606
134400.0	0.17530864197530865
144000.0	0.16359447004608296
153600.0	0.15301724137931033
163200.0	0.1440162271805274
172800.0	0.1360153256704981
182400.0	0.12885662431941924
192000.0	0.12220309810671257
201600.0	0.11620294599018004
211200.0	0.1109375
220800.0	0.10612855007473841
230400.0	0.1017191977077364
240000.0	0.09766162310866575
249600.0	0.09379128137384413
259200.0	0.09033078880407125
268800.0	0.08711656441717791
270600.0	0.08647990255785627
136200.0	0.17274939172749393
145800.0	0.16136363636363638
155400.0	0.1513859275053305
165000.0	0.14228456913827656
174600.0	0.13446969696969696
184200.0	0.12746858168761221
193800.0	0.12095400340715502
203400.0	0.11525974025974026
213000.0	0.11007751937984496
222600.0	0.10534124629080119
232200.0	0.10099573257467995
241800.0	0.09686221009549795
251400.0	0.09317585301837271
261000.0	0.08964646464646464
272400.0	0.08595641646489104
67800.0	0.23902439024390243
274200.0	0.08533653846153846
72600.0	0.2237442922374429
77400.0	0.2692307692307692
82200.0	0.2782258064516129
87000.0	0.2623574144486692
91800.0	0.2490974729241877
96600.0	0.24315068493150685
101400.0	0.23202614379084968
106200.0	0.22118380062305296
111000.0	0.21194029850746268
115800.0	0.2034383954154728
120600.0	0.19505494505494506
125400.0	0.18783068783068782
130200.0	0.1806615776081425
138000.0	0.17067307692307693
147600.0	0.15955056179775282
157200.0	0.14947368421052631
166800.0	0.14087301587301587
176400.0	0.13320825515947468
186000.0	0.12633451957295375
195600.0	0.11993243243243243
205200.0	0.11414790996784566
214800.0	0.10906298003072197
224400.0	0.10441176470588236
234000.0	0.1001410437235543
243600.0	0.09620596205962059
253200.0	0.09244791666666667
139800.0	0.16824644549763032
149400.0	0.1574279379157428
159000.0	0.14791666666666667
168600.0	0.1392156862745098
178200.0	0.13172541743970315
187800.0	0.125
197400.0	0.11872909698996656
207000.0	0.11323763955342903
216600.0	0.10823170731707317
